	proteinID	n_peptides	protein_log2_fc_position_aware	protein_se	protein_z	protein_pval	position_intercept	position_intercept_se	position_slope	position_slope_se	position_pval	mean_relative_position	median_relative_position	n_term_fc	c_term_fc	delta_c_minus_n	model_type	protein_fdr	position_fdr	direction	position_trend	abs_log2_fc
58	A0A8L2QPE1	6	2.451377904960487	0.2942756859324777	8.330208787697675	8.069990590525166e-17	3.8719470137594416	1.0021309124901585	-2.258021396064642	1.520127607279029	0.13743374236706146	0.6441441441441441	0.6696696696696697		2.280794271913721		weighted_position_regression	1.1434766328269558e-15	0.30235423320753524	Higher in OPP	Stronger toward N-terminus	2.451377904960487
59	A0A8I6AB61	33	-0.8319492131844246	0.0999761841055097	-8.321473965303861	8.687610173656753e-17	-0.20940160671177374	0.22813826894050482	-1.2504526547367545	0.4030230886863655	0.001917753110752384	0.5101697712317181	0.5958134785568414	-0.36941504646720247	-1.0496991369127944	-0.6802840904455919	weighted_position_regression	1.2104736841961743e-15	0.010760010742208007	Higher in DMSO	Stronger toward N-terminus	0.8319492131844246
60	Q64560	34	-0.8299848354253155	0.10106336960294209	-8.21251892437548	2.1659590857099546e-16	-0.7030358771430609	0.18305774219871634	-0.30866309022121796	0.3569629658465281	0.3872077548702786	0.42930815240427633	0.400320256204964	-0.8380239859756331	-1.2350496947131073	-0.3970257087374742	weighted_position_regression	2.968429173202495e-15	0.6016834257835556	Higher in DMSO	Stronger toward N-terminus	0.8299848354253155
61	G3V9Q3	11	1.3729087643957676	0.16888320203779558	8.129338784614674	4.316383978075043e-16	1.5718449119558349	0.2555745323534048	-0.45700552530022776	0.480067128700811	0.34111640052919223	0.4229709684255139	0.3706293706293706	1.4756131186977817	0.9803625392087176	-0.49525057948906404	weighted_position_regression	5.820156460759251e-15	0.5575868587092183	Higher in OPP	Stronger toward N-terminus	1.3729087643957676
62	Q9JK11	19	1.140503878887876	0.14227715288057652	8.016071841451476	1.0918066166459738e-15	2.9864638506562504	0.45217960999761975	-2.9187126904418204	0.6681633405342714	1.2523905962512636e-05	0.5815721591166222	0.6470335339638865	2.368296714265912	0.5877108695503087	-1.7805858447156035	weighted_position_regression	1.4488100500254507e-14	0.00012768274859342152	Higher in OPP	Stronger toward N-terminus	1.140503878887876
63	F1LV13	12	1.327030145579218	0.16586657228540708	8.00058822760136	1.238262307842393e-15	2.632593499742731	0.29996311947220805	-2.6777222305493553	0.554222987347693	1.355157517881123e-06	0.5262413962635201	0.5575221238938053	2.284002251723883	0.4576882988545412	-1.826313952869342	weighted_position_regression	1.617480139619126e-14	1.7429410537671057e-05	Higher in OPP	Stronger toward N-terminus	1.327030145579218
64	A0A8I6GBC3	10	1.4422408960631776	0.180768549661893	7.97838395429252	1.4826158670894174e-15	1.221009312154139	0.3118018642686426	0.5154230636642567	0.5970387715695704	0.3879730117438971	0.38919270833333336	0.2662760416666667	1.3285975341906668	1.825166066764292	0.4965685325736251	weighted_position_regression	1.9068720998257735e-14	0.6017540590313506	Higher in OPP	Stronger toward C-terminus	1.4422408960631776
65	Q6IN22	9	1.5830985442762944	0.19894448638451875	7.957488910833601	1.7556585161045791e-15	1.3834725055713406	0.5903964533590685	0.2856451503659243	0.8145715857820239	0.7258365495200819	0.6951819075712881	0.7123893805309734	1.4852028149456977	1.6579154659951303	0.17271265104943256	weighted_position_regression	2.2238341203991337e-14	0.8619309025550973	Higher in OPP	Stronger toward C-terminus	1.5830985442762944
66	D3ZKD9	18	1.074491138411514	0.13533770125329372	7.939333448560136	2.032706346265067e-15	1.0848966626760508	0.4122979924205914	-0.017904973031170304	0.6607088947245437	0.9783802620886856	0.6019699546485261	0.5752551020408163	0.9718473467609454	0.930593997376076	-0.041253349384869464	weighted_position_regression	2.5363320977277553e-14	0.9855661576502894	Higher in OPP	Stronger toward N-terminus	1.074491138411514
67	Q62658	6	1.8567111576497404	0.2367406982118361	7.842805109868989	4.405915246063389e-15	2.0014190338450137	0.41230751664567356	-0.3878177940962419	0.9745416767335803	0.6906678489708276	0.3773148148148148	0.375	1.9816668804762998			weighted_position_regression	5.4166840378073433e-14	0.8453374054634557	Higher in OPP	Stronger toward N-terminus	1.8567111576497404
68	Q9JMJ4	6	1.816747224743898	0.2322929603131056	7.820931044553054	5.243406286777032e-15	2.562490071767346	0.9552900707402747	-1.5633464195237006	1.6795620079105897	0.35195391770185736	0.45171957671957674	0.4732142857142857	1.916250633671323	-0.163186737644466	-2.079437371315789	weighted_position_regression	6.352880660500868e-14	0.5636656613002926	Higher in OPP	Stronger toward N-terminus	1.816747224743898
69	G3V888	42	0.6543155322369907	0.08470653978754536	7.72449841391345	1.1229463924616709e-14	1.156182441901112	0.23704225893231776	-1.089301284380342	0.4564884219796518	0.01702058893382946	0.4787206435707799	0.4743415077202543	0.8956362866769851	0.217199016090717	-0.6784372705862681	weighted_position_regression	1.3411188344256525e-13	0.06352326941375638	Higher in OPP	Stronger toward N-terminus	0.6543155322369907
70	Q5BJT0	3	-2.8649671285453397	0.37338023518354974	-7.67305512874015	1.6794726248855476e-14	-5.697650643517869	0.9461939768738475	6.11356566056806	2.0391589545660347	0.002716846048697023	0.4661746617466174	0.466789667896679				weighted_position_regression	1.977519879442701e-13	0.01437521073867539	Higher in DMSO	Stronger toward C-terminus	2.8649671285453397
71	P06686	25	-0.8684353308086734	0.11354046912365101	-7.648685420375582	2.0304427959388883e-14	-0.7753344764788345	0.19836140477997902	-0.2363409066004351	0.43860810179363746	0.5899951885224342	0.4050980392156863	0.4406862745098039	-0.801202587010037	-1.540577338939059	-0.7393747519290219	weighted_position_regression	2.3575696908401533e-13	0.775528266674143	Higher in DMSO	Stronger toward N-terminus	0.8684353308086734
72	A0A8I6AEC6	3	2.4007597526129607	0.319815357696107	7.5067056501213925	6.063385330688981e-14	2.6963018498686586	1.0542602094651634	-0.6214122948157872	2.122944222768215	0.7697419203228273	0.483726150392817	0.5218855218855218	2.5962208606308756			weighted_position_regression	6.94382210473423e-13	0.8815126649176488	Higher in OPP	Stronger toward N-terminus	2.4007597526129607
73	Q01728	5	-1.8767858020573598	0.2524443064619967	-7.434454863967762	1.0500007255583295e-13	0.3687083872897032	0.639553522609635	-4.339258855551311	1.2052947128467808	0.0003180163114881789	0.5259526261585994	0.5854788877445932				weighted_position_regression	1.1862170359010317e-12	0.002352757844284226	Higher in DMSO	Stronger toward N-terminus	1.8767858020573598
74	Q91Y78	7	-1.6763555655170235	0.23258511267539864	-7.207492974223959	5.699137942751474e-13	-1.9340997522861696	0.47891255039814207	0.5297681958746433	0.9213032605403464	0.565277480916725	0.4630434782608695	0.5543478260869565	-1.656134547078075	-1.0572853024291042	0.5988492446489708	weighted_position_regression	6.35263909352031e-12	0.7573268814845867	Higher in DMSO	Stronger toward C-terminus	1.6763555655170235
75	E9PT29	11	1.2536007615805962	0.17456227777495437	7.181395531494713	6.900340116436259e-13	2.3013786133755163	0.275238401412445	-2.2557676543870806	0.5224701298220297	1.5780248419701762e-05	0.48487172336865586	0.5299079754601227	1.9231438242106853	0.5996250951630268	-1.3235187290476587	weighted_position_regression	7.590374128079884e-12	0.00015520338445730204	Higher in OPP	Stronger toward N-terminus	1.2536007615805962
76	P04797	23	0.8993476123563575	0.1256294026383112	7.1587350848558255	8.142486170702757e-13	1.0250938161532788	0.43928900949393085	-0.22342715896744395	0.7137947794683376	0.7542706645410294	0.5607128867998433	0.6186186186186187	1.2783212518196918	1.1751750983310725	-0.10314615348861933	weighted_position_regression	8.840413556762993e-12	0.8726042122920887	Higher in OPP	Stronger toward N-terminus	0.8993476123563575
77	Q6AYU2	6	1.6249658557714928	0.22801604726097008	7.126541641657697	1.029221109643485e-12	2.3238300358046957	0.6723848233014373	-1.494234667118654	1.2668385972510408	0.2381995948162381	0.4942449355432781	0.44060773480662985	1.535431825457694	0.7815943297203498	-0.7538374957373442	weighted_position_regression	1.1031139072589147e-11	0.4474028712428471	Higher in OPP	Stronger toward N-terminus	1.6249658557714928
78	A0A8I6AUT2	6	1.5117432824090768	0.2145130964917443	7.047323949599774	1.823913628147422e-12	1.7831124243038041	0.2647394759902233	-0.9966969419728149	0.6997729267390684	0.15435536273629566	0.2668724279835391	0.15925925925925927	1.6580991173149744	0.9249756576175656	-0.7331234596974088	weighted_position_regression	1.9301161938370187e-11	0.33258011146274014	Higher in OPP	Stronger toward N-terminus	1.5117432824090768
79	P07150	11	-1.3135271576167786	0.18970919801971112	-6.923898109992015	4.39381991492062e-12	-1.406323673825922	0.34700457171662225	0.22788951457965376	0.7313477863120281	0.7553429292115212	0.3644245927482921	0.34971098265895956	-1.135890290230989	-0.2702663619265735	0.8656239283044156	weighted_position_regression	4.591541811092048e-11	0.8726042122920887	Higher in DMSO	Stronger toward C-terminus	1.3135271576167786
80	M0RC17	11	1.1755008130692626	0.17001429843759983	6.91412912838449	4.7074623614417855e-12	3.0948534229364135	0.31131390735962566	-5.892930880235698	0.8222978570544554	7.698498627072971e-13	0.37258615567439096	0.2687908496732026	1.9151293960013849	-1.4458828196726647	-3.36101221567405	weighted_position_regression	4.8585660915621386e-11	2.0761112426558078e-11	Higher in OPP	Stronger toward N-terminus	1.1755008130692626
81	F1M3H8	4	2.107652326927794	0.3051107336603046	6.907827534098985	4.921317539574732e-12	2.4535981013618517	0.12194799172556273	-1.2303848948492853	0.360048162878379	0.000632505082407694	0.33458333333333334	0.36583333333333334	2.4243091341548215			weighted_position_regression	5.0173432476639955e-11	0.0043593282641612415	Higher in OPP	Stronger toward N-terminus	2.107652326927794
82	A0A8I6AT26	15	-0.9994216729642595	0.14636562177072457	-6.828254209378556	8.59541790183192e-12	-0.35979013847535585	0.3627891062573974	-1.5838077205660732	0.7638993499686153	0.038142518309022315	0.41887589343729686	0.32699805068226123	-0.6527181627285868	-1.6172442758070813	-0.9645261130784945	weighted_position_regression	8.657553452929499e-11	0.12217297052238565	Higher in DMSO	Stronger toward N-terminus	0.9994216729642595
83	P62138	10	1.2577996513165448	0.1843909376046427	6.8213745624170805	9.017348685267714e-12	1.6403268391937627	0.39853017810085484	-0.9027909761237349	0.7668702339285656	0.23909938298811406	0.4284848484848485	0.3848484848484849	1.3820083612055918	0.6121360695394815	-0.7698722916661103	weighted_position_regression	8.974408929623582e-11	0.4474028712428471	Higher in OPP	Stronger toward N-terminus	1.2577996513165448
84	F1LQI5	19	-0.8541573451521519	0.12562252285564462	-6.799396523294484	1.0505829141467686e-11	-0.4986345625718791	0.27725162137854475	-0.9176718925440002	0.6079315465450414	0.131171381658644	0.3924419192429787	0.36995774106799845	-0.4301316798255601	-0.9110411634233044	-0.4809094835977443	weighted_position_regression	1.0332791955608218e-10	0.2947829974909312	Higher in DMSO	Stronger toward N-terminus	0.8541573451521519
85	A0A8L2QSH6	26	-0.7760777604922761	0.11447060058251256	-6.7797124898708345	1.2041527230500843e-11	0.006751874857636963	0.18317056692557554	-1.7907199435806684	0.3589374622618837	6.070932647734729e-07	0.4345938289092812	0.4583666933546837	-0.13477260287476178	-1.5138750326472967	-1.379102429772535	weighted_position_regression	1.1705484610114774e-10	8.185967247590699e-06	Higher in DMSO	Stronger toward N-terminus	0.7760777604922761
86	A0A0G2JSH2	6	1.615327883656291	0.23969237522678208	6.739170914919458	1.5929293793541422e-11	1.9011414913941016	0.43560753947642694	-0.7378565005624766	1.008995622107362	0.4646092443802221	0.40092054263565896	0.311046511627907	1.4824533826760797	1.0641440722620032	-0.4183093104140765	weighted_position_regression	1.5306769668276585e-10	0.6743286949685168	Higher in OPP	Stronger toward N-terminus	1.615327883656291
87	Q63633	9	-1.352434287082034	0.20077894759687823	-6.735936726779925	1.6287715879273244e-11	0.04327416361642733	0.2651576583495591	-2.229109395271354	0.3950057730187468	1.6688678607233802e-08	0.5814066920300459	0.5711150131694469	-0.7139916853959779	-1.80692314353523	-1.092931458139252	weighted_position_regression	1.5473330085309583e-10	2.9684543224781824e-07	Higher in DMSO	Stronger toward N-terminus	1.352434287082034
88	F1LQ81	19	0.8546358115333073	0.12745418218840238	6.705435607205005	2.0080642861403778e-11	2.1184409159186504	0.23893785934895997	-2.6250653734770997	0.4335510889871608	1.4059174683866011e-09	0.4733305036785512	0.4166666666666667	1.5970159976016267	0.16886779762195536	-1.4281481999796712	weighted_position_regression	1.8862266777678154e-10	2.9383675089279962e-08	Higher in OPP	Stronger toward N-terminus	0.8546358115333073
89	A0A8L2Q6U8	3	2.006816810255169	0.3001543086985059	6.685950366519454	2.294307824716181e-11	2.6847687965104217	0.3412743119212679	-3.6196516442118734	1.5746662873011414	0.021523198490671733	0.18856209150326797	0.22254901960784312	2.0068168102551693			weighted_position_regression	2.107737737871129e-10	0.07755773249224814	Higher in OPP	Stronger toward N-terminus	2.006816810255169
90	A0A0G2K2B3	10	1.15261260338962	0.1723861648435802	6.686224526402556	2.2900159728574426e-11	2.444227918835598	0.2779142055111187	-2.9260436214849035	0.563182597368344	2.041149231247061e-07	0.46480218281036834	0.4184856753069577	1.7910634793817235	-0.023255081019139184	-1.8143185604008627	weighted_position_regression	2.107737737871129e-10	2.9420702712457637e-06	Higher in OPP	Stronger toward N-terminus	1.15261260338962
91	P84079	6	1.4108996398134175	0.21229665010471258	6.64588743683666	3.013955359545482e-11	2.9481914592048533	0.5405878148536584	-2.9025367725143814	0.9404772131141739	0.002027063118609499	0.5216390423572744	0.5359116022099448	2.6480035168108813	0.5418216875773585	-2.106181829233523	weighted_position_regression	2.7387681310652425e-10	0.011222680577202259	Higher in OPP	Stronger toward N-terminus	1.4108996398134175
92	A0A8I6GHJ9	5	1.7534588780566742	0.2651382613621207	6.613375485863332	3.756539858777704e-11	1.4332001018452512	0.9126096473035185	0.6018445357497635	1.6660712491599496	0.7179232019882764	0.5294160057678442	0.558759913482336	1.4440571111449074			weighted_position_regression	3.376846582729205e-10	0.8574054240888558	Higher in OPP	Stronger toward C-terminus	1.7534588780566742
93	M0R7B4	8	-1.6072315753782815	0.24538671519929298	-6.549790497309336	5.7617856836214556e-11	-1.7944099098830752	0.25350393715228625	0.7331311808625335	0.8785180512705869	0.4039942432782815	0.2590909090909091	0.2715909090909091	-1.6888460902510956			weighted_position_regression	5.079399107964772e-10	0.6163123857311009	Higher in DMSO	Stronger toward C-terminus	1.6072315753782815
94	P50475	26	0.6962190013024108	0.10630068890774669	6.549524828636117	5.77204444086906e-11	1.1967054655841198	0.27826336256089274	-0.901922750610617	0.4618938946068031	0.050859634989099636	0.5546130006357279	0.5860020661157025	0.9179194663233271	0.44205651692125947	-0.47586294940206764	weighted_position_regression	5.079399107964772e-10	0.14990083891318387	Higher in OPP	Stronger toward N-terminus	0.6962190013024108
95	A0A8I6ADC3	3	1.9246821751243097	0.2993936491486514	6.428600541786006	1.2878406041297996e-10	3.31724862894686	0.015143924752828691	-2.961484276979662	0.025588330300106873	0.0	0.45928430543815163	0.27176669484361793	2.6997795026175067	0.48674635514927544	-2.213033147468231	weighted_position_regression	1.1214945260963671e-09	0.0	Higher in OPP	Stronger toward N-terminus	1.9246821751243097
96	F1LM33	14	-0.9074464263028194	0.14123906258839197	-6.424896977313978	1.3195885659483105e-10	-0.4296608016134939	0.36737932289845837	-0.9349314164150645	0.6150952707250701	0.12851644899033537	0.5235540568158593	0.6351931330472103	-0.49945457867819054	-1.2287711548047495	-0.729316576126559	weighted_position_regression	1.1372948877657603e-09	0.2903777063673524	Higher in DMSO	Stronger toward N-terminus	0.9074464263028194
97	A0A8I5ZMW1	18	-0.837478266967445	0.1318788648072619	-6.350359992796429	2.1481163811516356e-10	-0.41992598781356283	0.12253853768815211	-1.2498382342294103	0.2923519518202379	1.9103860222404407e-05	0.3443803770821893	0.2695222405271829	-0.591787859399934	-1.3370799716001616	-0.7452921122002276	weighted_position_regression	1.8324747904518034e-09	0.00017944749602168635	Higher in DMSO	Stronger toward N-terminus	0.837478266967445
98	P62630	21	0.7636613327986426	0.12030936747898782	6.3474802403230735	2.1887007983672242e-10	1.1702741581501577	0.27399712397210946	-1.0106397927069253	0.6000105976873502	0.09211020342728839	0.4198618841475984	0.38095238095238093	1.0022581559458084	0.13802260453334284	-0.8642355514124656	weighted_position_regression	1.8482362297323227e-09	0.22917895852741993	Higher in OPP	Stronger toward N-terminus	0.7636613327986426
99	G3V7C6	34	0.6334799523951409	0.09997586603597863	6.336328731247684	2.3530447279602294e-10	0.7489835578946363	0.28780600812126017	-0.26615158516059867	0.5819587190689948	0.6474284310709639	0.430043980208906	0.47102803738317756	0.7663430206394015	0.6321000550275089	-0.13424296561189264	weighted_position_regression	1.967145392574752e-09	0.8090435999631179	Higher in OPP	Stronger toward N-terminus	0.6334799523951409
100	F1M4H5	3	2.1742050152636954	0.34570123824093313	6.289260132034599	3.1898256760360146e-10	3.7281474213830235	0.22046061913529144	-4.991085283166219	0.6819337561275549	2.497925111692092e-13	0.29090447154471544	0.3132621951219512	2.464998771627358			weighted_position_regression	2.6402913516496118e-09	7.200915149567548e-12	Higher in OPP	Stronger toward N-terminus	2.1742050152636954
101	A0A8L2Q8K6	14	1.0849846848547402	0.1727098787913959	6.282122901407491	3.3398064669342586e-10	3.2327514264361827	0.5301245290283869	-3.4396470937909407	0.7935416159897535	1.4605751671264057e-05	0.624156355455568	0.6309055118110236	1.70222767242133	0.16615338994614376	-1.5360742824751863	weighted_position_regression	2.7373315748598435e-09	0.00014536200472829467	Higher in OPP	Stronger toward N-terminus	1.0849846848547402
102	P27615	4	1.6599781213432612	0.2648826063701099	6.266844562167438	3.6843759519607826e-10	4.24147391602274	11.955406863166923	-3.284415055671314	15.189602383648984	0.8288101463572118	0.7785041841004184	0.7871338912133892		1.6599781213432616		weighted_position_regression	2.9904255299409845e-09	0.9092982708065999	Higher in OPP	Stronger toward N-terminus	1.6599781213432612
103	P62909	10	1.1860113111123392	0.19008040744421836	6.239524246918452	4.389037214287824e-10	1.6651433353828395	0.4638201660533239	-1.108534186312115	0.9062222304679769	0.22123618458236938	0.4316872427983539	0.3775720164609053	1.2719531566116156	0.772504491354228	-0.4994486652573875	weighted_position_regression	3.5281106837929046e-09	0.4271442270458679	Higher in OPP	Stronger toward N-terminus	1.1860113111123392
104	Q9Z0U4	4	1.7340076746080022	0.2822849436859031	6.1427565068345364	8.110155900726342e-10	3.3237610596437523	1.0263916984541859	-5.997678978477341	3.6579976482935885	0.10108688234226844	0.2694010416666667	0.2973958333333333	2.1104475195786767			weighted_position_regression	6.457228888578307e-09	0.24284090125901267	Higher in OPP	Stronger toward N-terminus	1.7340076746080022
105	Q9R066	3	2.0279125063538928	0.3319073281961098	6.1098756613041285	9.97087914029994e-10	2.635088328995371	1.9470157256880691	-1.6008108359452615	4.9815116201444	0.7479448535604374	0.3598173515981735	0.38082191780821917	1.9332040580962868			weighted_position_regression	7.822790832560283e-09	0.8726042122920887	Higher in OPP	Stronger toward N-terminus	2.0279125063538928
106	O08629	15	0.9009141340345528	0.14746813980936077	6.109212031827405	1.0012423673252995e-09	1.9005638913306868	0.3617181461676247	-2.282107424133285	0.7564654387824988	0.0025545552598372164	0.44578842315369266	0.44550898203592815	1.2272260064302136	-1.0839634538172866	-2.3111894602475003	weighted_position_regression	7.822790832560283e-09	0.0137781174014446	Higher in OPP	Stronger toward N-terminus	0.9009141340345528
107	D4A133	19	0.7502897444115574	0.12297218851923698	6.10129618286973	1.0521173996016063e-09	1.9816162275916218	0.4366257182781369	-2.107919945349899	0.6894855356635902	0.0022338838175716747	0.5810217196778654	0.6228748068006182	1.4111901188922353	0.15919937800239506	-1.2519907408898403	weighted_position_regression	8.14416801913836e-09	0.012206057983594249	Higher in OPP	Stronger toward N-terminus	0.7502897444115574
108	A0A8I6A276	6	1.3650704534359184	0.22391108836230933	6.0964843832436975	1.0842653667370637e-09	0.39010225208432736	0.6879472034302465	2.2188834702144615	1.556794536690259	0.15407342948843536	0.42976513098464325	0.44037940379403795				weighted_position_regression	8.31601694121271e-09	0.33258011146274014	Higher in OPP	Stronger toward C-terminus	1.3650704534359184
109	Q66H20	3	1.992423805940753	0.3292431512522724	6.051526959217202	1.4347926700648684e-09	3.340411500389727	1.32893727858542	-3.6065738974148145	3.2939780541592016	0.2735608047603366	0.3628374136848713	0.4585687382297552	2.768849999621864			weighted_position_regression	1.0904424292493001e-08	0.4835028177159438	Higher in OPP	Stronger toward N-terminus	1.992423805940753
110	Q91V33	5	1.5653975006791505	0.259558706445988	6.030995924249209	1.62952298084373e-09	1.8007680541217246	0.4514462069879448	-0.8002199451838017	1.4123784188203217	0.5710021737929108	0.28442437923250563	0.3239277652370203	1.5777449007966846			weighted_position_regression	1.2163225107012128e-08	0.7601239128835564	Higher in OPP	Stronger toward N-terminus	1.5653975006791505
111	P68255	11	0.9823393427618353	0.1628744323541129	6.031267944044683	1.626781994179628e-09	1.3451501905716936	0.3948945837533231	-0.940856881905281	0.8802127968573777	0.28511605116238015	0.37421150278293136	0.3979591836734694	1.2406400545149538	-0.2316728569761217	-1.4723129114910756	weighted_position_regression	1.2163225107012128e-08	0.49657712244114544	Higher in OPP	Stronger toward N-terminus	0.9823393427618353
112	E9PSZ5	27	-0.6357056732290416	0.10549296601615006	-6.0260479654323165	1.680173386968308e-09	-0.6519862314544894	0.18385080802162124	0.04045931425833831	0.38842064443361557	0.9170394756135849	0.4035152022899432	0.3868991517436381	-0.5829027769340859	-0.4315397827554255	0.1513629941786604	weighted_position_regression	1.2430309305358455e-08	0.9535385592200957	Higher in DMSO	Stronger toward C-terminus	0.6357056732290416
113	Q6P7A7	17	0.8843924206079882	0.14704748947292548	6.014331994228459	1.8062998796966662e-09	1.8431772380350553	0.20436773597522465	-2.1870933360747262	0.39337789076373125	2.7011961696870038e-08	0.44865074742768396	0.367986798679868	1.3789142887148182	-0.26365395370318434	-1.6425682424180026	weighted_position_regression	1.3246199117775553e-08	4.51639999571667e-07	Higher in OPP	Stronger toward N-terminus	0.8843924206079882
114	A0A0G2K2C7	30	-0.6122174931971113	0.1027507818972718	-5.958275760949384	2.549131152458019e-09	-0.4815879502670876	0.19435232712273698	-0.2808459567104324	0.3607875844032742	0.4363186991692207	0.4551191871824932	0.4686400937866354	-0.6134803321085014	-0.8265778026789528	-0.21309747057045136	weighted_position_regression	1.8531075160477426e-08	0.6458870451068283	Higher in DMSO	Stronger toward N-terminus	0.6122174931971113
115	Q8VI04	13	0.9042764473869828	0.15186362023734631	5.9545297680491025	2.6082065413286087e-09	1.4666348301367265	0.3683780107373827	-0.9219118306760231	0.5604287073506725	0.099967379885149	0.6176946176946176	0.6246246246246246	1.3336735133609208	0.756613396983752	-0.5770601163771688	weighted_position_regression	1.879707472888549e-08	0.24090112618074278	Higher in OPP	Stronger toward N-terminus	0.9042764473869828
116	F1M787	8	1.096184381658273	0.18616132118890433	5.8883573379130505	3.900530390845607e-09	2.059305110651413	0.40462847598264884	-2.0411779096794698	0.7238155036741042	0.004801988875944787	0.4793504410585405	0.3891339214113873	1.8164826585413754	0.04541435573080476	-1.7710683028105707	weighted_position_regression	2.7870456467922454e-08	0.022939786858799098	Higher in OPP	Stronger toward N-terminus	1.096184381658273
117	A0A8I6ALA1	9	1.0965455472097978	0.18647280286710888	5.88045833145576	4.091319963525338e-09	2.2031698355840814	0.4960622809142632	-1.900660503611202	0.7885269548652613	0.015935308756020276	0.6047819971870605	0.6506329113924051	1.4796749141110759	0.4064889985048904	-1.0731859156061856	weighted_position_regression	2.89859617754846e-08	0.06055417327287705	Higher in OPP	Stronger toward N-terminus	1.0965455472097978
118	A0A0G2KB98	6	1.45876936292339	0.24860681130848042	5.867777134687174	4.416763744675785e-09	2.3689017132277534	0.6762272210392546	-2.2216565837027717	1.379951227183127	0.1074081226677537	0.3263565891472868	0.20290697674418606	2.1153077402745737	0.9717722627712391	-1.1435354775033346	weighted_position_regression	3.102869319789039e-08	0.2529385649302594	Higher in OPP	Stronger toward N-terminus	1.45876936292339
120	P97852	10	1.038386108328932	0.1777217832667609	5.842762149028808	5.134229991237653e-09	1.450957870981228	0.3268887394564121	-1.2966489313301544	0.7338593878610158	0.0772466252494422	0.3302040816326531	0.18707482993197277	1.3730671474778275	-0.13264962783221093	-1.5057167753100384	weighted_position_regression	3.547286175764196e-08	0.20643653561565725	Higher in OPP	Stronger toward N-terminus	1.038386108328932
121	Q64232	7	1.237235716154467	0.21252465168882723	5.821610370010127	5.828329662226018e-09	-0.05325936647598825	0.33184987193374293	2.8659836649005994	0.555827561156575	2.5194978869702235e-07	0.4100185528756958	0.20292207792207792	0.3988840448086381	2.830758841772207	2.431874796963569	weighted_position_regression	3.993839014443402e-08	3.5700003957747577e-06	Higher in OPP	Stronger toward C-terminus	1.237235716154467
122	G3V8U4	6	1.2567869136254688	0.21641314887638421	5.80735006237236	6.346934577827172e-09	1.5406317133801297	0.48835136427299064	-0.9705038117147214	1.4267683746981343	0.49637074901470046	0.2905576679340938	0.2566539923954373	1.4656724171786526			weighted_position_regression	4.31385146915733e-08	0.7009559901626513	Higher in OPP	Stronger toward N-terminus	1.2567869136254688
123	G3V852	24	-0.6712581872076376	0.1159839916835258	-5.787507202194199	7.143862543429716e-09	-0.13313419577696453	0.18990662955372684	-1.6411134325690506	0.43633995577419665	0.00016917517973212413	0.3118162805662806	0.23590733590733592	-0.2972516678374183	-1.63014386462516	-1.3328921967877418	weighted_position_regression	4.8163460373445504e-08	0.0013599081755389978	Higher in DMSO	Stronger toward N-terminus	0.6712581872076376
124	F7F3R8	5	1.5865325202236304	0.27444561207420365	5.780863130705363	7.431833639322021e-09	3.49577256107452	0.8546669605185292	-2.816120095626896	1.2012788884345642	0.01906444838898714	0.6857142857142857	0.7770935960591133	2.6800397061441714	1.2690448594266843	-1.410994846717487	weighted_position_regression	4.970410337978568e-08	0.06990297742628618	Higher in OPP	Stronger toward N-terminus	1.5865325202236304
125	Q9JHL4	13	0.8698253259131337	0.15071188879949418	5.771444660681958	7.859477114717051e-09	1.112184965476552	0.4230803893810445	-0.7620489362176753	1.1503546405186382	0.5076848154984316	0.3162491178546224	0.286697247706422	1.0803443146877914			weighted_position_regression	5.2147006888122653e-08	0.7096994893488712	Higher in OPP	Stronger toward N-terminus	0.8698253259131337
126	P31647	6	-1.471294587825045	0.25502613312984174	-5.769191454100757	7.965277104558742e-09	-1.3272323079715789	0.17398159687550943	-0.309021469917197	0.2659021777675331	0.24516957044574528	0.49654439128123334	0.4892344497607656	-1.3345074883463148	-1.6250312396253124	-0.29052375127899754	weighted_position_regression	5.24328477118985e-08	0.45446066716772293	Higher in DMSO	Stronger toward N-terminus	1.471294587825045
127	A0A8I6ATM0	5	1.4499862912931125	0.2521016105440755	5.751594716764446	8.840552793853118e-09	2.087734482752823	0.630621588881707	-0.9430610882984832	0.8941623940815754	0.2915686858475284	0.6461685823754789	0.5574712643678161		1.1688459884501237		weighted_position_regression	5.7707574219058575e-08	0.5057083430882443	Higher in OPP	Stronger toward N-terminus	1.4499862912931125
128	F1LUE2	27	-0.7089982608901498	0.12329603108937767	-5.750373751902807	8.904637648634636e-09	-0.6688929313938753	0.3984428754012636	-0.0812780999697313	0.6679544871979508	0.9031507956293676	0.49110221332443554	0.43318318318318316	-0.45613519809069647	-0.7191143908349927	-0.26297919274429626	weighted_position_regression	5.7707574219058575e-08	0.9518233780643991	Higher in DMSO	Stronger toward N-terminus	0.7089982608901498
129	A0A8I6AE98	8	1.184657477197917	0.2066301404295048	5.733226889046625	9.853767721118808e-09	1.9044033123425677	0.5827595642695105	-1.2962622081363222	0.9889405492068869	0.18993937518588022	0.5729679802955665	0.5332512315270936	1.4963423197939534	0.8174362496791912	-0.6789060701147622	weighted_position_regression	6.336730626811788e-08	0.3844777667200868	Higher in OPP	Stronger toward N-terminus	1.184657477197917
